# THALASSA - STATISTICS                                                                                                                                                                                                             
#===================================================================================================================================================================================================================================
#    CALLS      STEPS                    TOL               CPUT [s]                    MJD               SMA [km]                ECC [-]              INC [deg]             RAAN [deg]              AOP [deg]               MA [deg]
    125766      60856  1.000000000000000E-13  1.899000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.916000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.889000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.882000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.873000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.899000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.881000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.871000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.867000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.899000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.869000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.876000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.866000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.870000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.869000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.882000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.869000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.868000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.879000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.873000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.876000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.874000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.874000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.870000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.877000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.873000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.879000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.191000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.181000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.242000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.222000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.251000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.247000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.228000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.227000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.220000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.218000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.161000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.216000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.911000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.899000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.894000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.877000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.879000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.877000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.905000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.869000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.900000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.945000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.876000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.892000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.305000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.264000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.296000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.301000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.227000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
    125766      60856  1.000000000000000E-13  1.275000000000000E+00  5.906900072133668E+04  6.508122800420135E+03  1.572746270412157E-03  1.653502122480329E-03  3.513030099771777E+02  1.102942982111756E+02  3.473486676397831E+02
