# THALASSA - CARTESIAN COORDINATES                                                                                                                                                                      
#================================================================================================================================================================                                       
#                  MJD                 X [km]                 Y [km]                 Z [km]                VX [km]                VY [km]                VZ [km]                                        
 5.520000000000000E+04, 4.147199999999999E+04, 0.000000000000000E+00, 0.000000000000000E+00, 0.000000000000000E+00, 3.077317452727673E+00, 7.251789698310070E-01
 5.523000000000000E+04, 4.101829253668526E+04, 1.608921458236729E+03, 4.084613078482786E+02,-1.397853222184627E-01, 3.104493057716982E+00, 7.313747265611522E-01
 5.526000000000000E+04, 4.065695055859467E+04, 3.026981976333271E+03, 7.790904161094496E+02,-2.792066510616775E-01, 3.115513782265860E+00, 7.337586640180941E-01
 5.529000000000000E+04, 4.042302612542615E+04, 4.534315487316592E+03, 1.173105106054968E+03,-4.295904741068300E-01, 3.105323115222584E+00, 7.313791751971013E-01
 5.532000000000000E+04, 4.029473433824846E+04, 6.208459155255900E+03, 1.604518187207478E+03,-5.865564021986038E-01, 3.072848046421824E+00, 7.239089185777579E-01
 5.535000000000000E+04, 4.020912163837632E+04, 8.091778481609749E+03, 2.080372422168557E+03,-7.450044955041842E-01, 3.020386141735258E+00, 7.116281663148377E-01
 5.538000000000000E+04, 4.002828293827601E+04, 1.031675923823800E+04, 2.633518083456706E+03,-9.102396213252786E-01, 2.950995065712902E+00, 6.947530508421368E-01
 5.541000000000000E+04, 3.960975306688130E+04, 1.289023544148369E+04, 3.269555436877169E+03,-1.083146568155960E+00, 2.868065763555713E+00, 6.738703151969135E-01
 5.544000000000000E+04, 3.886301513597565E+04, 1.565378783256923E+04, 3.954409041482754E+03,-1.257284678054838E+00, 2.777240466261047E+00, 6.505160273257843E-01
 5.547000000000000E+04, 3.779425412954373E+04, 1.836306078909455E+04, 4.628598212042803E+03,-1.422761029276095E+00, 2.686051218056325E+00, 6.268015567129228E-01
 5.550000000000000E+04, 3.639615619588296E+04, 2.091939164360207E+04, 5.264958364404566E+03,-1.582754506324449E+00, 2.597462535200872E+00, 6.036337774103641E-01
 5.553000000000000E+04, 3.469169470166275E+04, 2.324780490183378E+04, 5.840281221353286E+03,-1.742357930703976E+00, 2.511197425705418E+00, 5.810248931594816E-01
 5.556000000000000E+04, 3.283013678416002E+04, 2.519995167300587E+04, 6.315021694766041E+03,-1.897834402841251E+00, 2.429214367744881E+00, 5.592420764659806E-01
 5.559000000000000E+04, 3.101599202685504E+04, 2.669472632189902E+04, 6.673186242975626E+03,-2.043349697426404E+00, 2.352768483578585E+00, 5.381195921160959E-01
 5.562000000000001E+04, 2.935278996880155E+04, 2.784840048514126E+04, 6.952677721354806E+03,-2.179117100990760E+00, 2.275091550413439E+00, 5.159774609990586E-01
 5.565000000000001E+04, 2.779715678686673E+04, 2.889254444726386E+04, 7.212944006861083E+03,-2.309607986970656E+00, 2.183364976391813E+00, 4.902481385334346E-01
 5.568000000000000E+04, 2.636110910041285E+04, 2.992702990068614E+04, 7.475538874577230E+03,-2.429120302369255E+00, 2.075100720526558E+00, 4.609644952253169E-01
 5.571000000000000E+04, 2.505530051288624E+04, 3.099930786908656E+04, 7.745512621619734E+03,-2.530602640235103E+00, 1.953824197113360E+00, 4.292788164588657E-01
 5.574000000000000E+04, 2.372678614372199E+04, 3.222368988671804E+04, 8.042247885085793E+03,-2.616774532307479E+00, 1.816841385849268E+00, 3.941345056906786E-01
 5.577000000000000E+04, 2.218805152428756E+04, 3.365005436228756E+04, 8.374955124613161E+03,-2.692277980117062E+00, 1.662346417631384E+00, 3.544125914283465E-01
 5.580000000000000E+04, 2.032579903460390E+04, 3.521123633477622E+04, 8.731761968483994E+03,-2.759459328738540E+00, 1.494173774545509E+00, 3.106951720003018E-01
 5.583000000000000E+04, 1.821212247571593E+04, 3.672856113168294E+04, 9.076665897841405E+03,-2.816177743017382E+00, 1.325662176911271E+00, 2.664607945402309E-01
 5.586000000000000E+04, 1.584824010232091E+04, 3.809590818680844E+04, 9.384550652873402E+03,-2.866800112549347E+00, 1.159891976770763E+00, 2.229715077733623E-01
 5.589000000000000E+04, 1.319041986417014E+04, 3.924374082515226E+04, 9.630821066710221E+03,-2.917555169629176E+00, 9.922737973474905E-01, 1.794916962431047E-01
 5.592000000000001E+04, 1.032616779867637E+04, 4.007595308053507E+04, 9.784438890698737E+03,-2.970558301618009E+00, 8.232098026125596E-01, 1.359503950702914E-01
 5.595000000000001E+04, 7.488067742456987E+03, 4.051838712774537E+04, 9.830283279098763E+03,-3.024981313334106E+00, 6.585775395544853E-01, 9.306777759071681E-02
 5.598000000000001E+04, 4.866198439477942E+03, 4.060601382029245E+04, 9.789120074479739E+03,-3.078625321465128E+00, 5.001045620891673E-01, 5.090823215101883E-02
 5.601000000000000E+04, 2.425900868395170E+03, 4.047147499206065E+04, 9.700946651737144E+03,-3.127563379520209E+00, 3.371232828634652E-01, 7.289445141510410E-03
 5.604000000000001E+04, 1.935070737922693E+02, 4.023260913826773E+04, 9.596247322748188E+03,-3.164835876184686E+00, 1.695611654721578E-01,-3.704991290691199E-02
 5.607000000000000E+04,-1.756361304063332E+03, 3.999485243459220E+04, 9.498538343260949E+03,-3.184583774755328E+00, 6.431988236077902E-03,-7.937821597547427E-02
 5.610000000000001E+04,-3.504461322230088E+03, 3.984546423411706E+04, 9.420418068320367E+03,-3.183587398829018E+00,-1.501127224497007E-01,-1.190590227349709E-01
 5.613000000000000E+04,-5.275212099989218E+03, 3.980801774750783E+04, 9.357301135328620E+03,-3.160397899204785E+00,-3.059634543166487E-01,-1.579538768433685E-01
